feature,importance
intr_Torque (Nm)__quantile__q_0.6,0.0011943467127324995
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",0.0011907651054593874
intr_Torque (Nm)__c3__lag_1,0.0011569339362166268
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_19",0.0011553915888206654
intr_Torque (Nm)__partial_autocorrelation__lag_2,0.0011497834059416236
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_5",0.0011482866372216555
intr_Torque (Nm)__index_mass_quantile__q_0.9,0.001146582996852809
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_9",0.0011459515502173375
intr_Torque (Nm)__spkt_welch_density__coeff_5,0.0011117112902433832
"task_Robot_I (A)__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",0.0010965708827166678
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_55",0.0010941630012478707
"task_Robot_I (A)__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",0.001091831474662023
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.0010874968279052737
"task_Robot_I (A)__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",0.0010840716100409624
"task_Robot_I (A)__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",0.0010732219805217752
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_16",0.001065393709371623
"intr_Torque (Nm)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.0010647824654958318
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_69",0.0010259650763248965
"audio_Amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",0.00102469501997516
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",0.0010229573321908535
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_98",0.0010163832785767403
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_8",0.0010146232297024444
