feature,importance
task_Robot_I (A)__number_peaks__n_5,0.0014446972317480769
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_7",0.0014273300832809918
"task_TCP_z (mm)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",0.0014181891390189355
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",0.001412310183956194
"intr_Torque (Nm)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.0014102760168617733
task_TCP_y (mm)__ratio_beyond_r_sigma__r_0.5,0.0014020589376738679
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_5",0.0013990720253419964
task_TCP_z (mm)__sum_values,0.0013990439901025427
"task_TCP_z (mm)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",0.001398641513835035
task_TCP_z (mm)__maximum,0.00139647288616071
task_TCP_z (mm)__permutation_entropy__dimension_7__tau_1,0.00139373211145788
"intr_Torque (Nm)__linear_trend__attr_""rvalue""",0.0013920038794628322
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_83",0.0013796910588254668
task_TCP_z (mm)__quantile__q_0.9,0.0013776405824293837
"task_TCP_z (mm)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.0013761216903377042
"task_TCP_y (mm)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",0.001374267599610984
intr_Torque (Nm)__autocorrelation__lag_2,0.0013726326762929242
"task_TCP_z (mm)__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",0.0013693937137093772
"task_TCP_z (mm)__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",0.0013423515096377787
"task_TCP_y (mm)__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",0.0013329773140376465
"task_TCP_y (mm)__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",0.0013291195673466706
