N,Label,t_asset,t_pipeline,t_inference,t_total,ID
291,N,3.4999102354049683e-06,3.3298405001405627,0.1364129998255521,3.46625699987635,1005202316034
292,UT,8.299946784973145e-06,2.4451597998850048,0.12104459991678596,2.5662126997485757,030520235082
293,N,6.6999346017837524e-06,1.9660807000473142,0.13950600009411573,2.1055934000760317,030520237052
294,NS,3.500143066048622e-06,4.047322999918833,0.12765119993127882,4.174977699993178,1005202314055
295,UT,3.400025889277458e-06,4.530189400073141,0.10996740008704364,4.640160200186074,1005202316080
296,N,6.500165909528732e-06,2.2165000999812037,0.10093570011667907,2.3174423002637923,030520237052
297,OT,4.499917849898338e-06,5.0949264001101255,0.10840699984692037,5.203337899874896,050520239013
298,UT,5.00003807246685e-06,4.303565300069749,0.09591939998790622,4.399489700095728,280420233013
299,OT,7.0999376475811005e-06,3.981080000055954,0.10186749999411404,4.0829545999877155,050520238022
300,NS,9.399838745594025e-06,4.478278100024909,0.12412559986114502,4.602413099724799,1005202315044
